feature,importance
customerID_C00000157,0.0
customerID_C00000161,0.0
customerID_C00000162,0.0
customerID_C00000164,0.0
customerID_C00000166,0.0
customerID_C00000167,0.0
customerID_C00000168,0.0
customerID_C00000170,0.0
customerID_C00000171,0.0
customerID_C00000173,0.0
customerID_C00000174,0.0
customerID_C00000175,0.0
customerID_C00000176,0.0
customerID_C00000177,0.0
customerID_C00000178,0.0
customerID_C00000180,0.0
customerID_C00000181,0.0
customerID_C00000182,0.0
customerID_C00000183,0.0
customerID_C00000184,0.0
customerID_C00000185,0.0
customerID_C00000188,0.0
customerID_C00000189,0.0
customerID_C00000191,0.0
customerID_C00000192,0.0
customerID_C00000193,0.0
customerID_C00000194,0.0
customerID_C00000196,0.0
customerID_C00000197,0.0
customerID_C00000198,0.0
customerID_C00000199,0.0
customerID_C00000201,0.0
customerID_C00000202,0.0
customerID_C00000204,0.0
customerID_C00000205,0.0
customerID_C00000206,0.0
customerID_C00000207,0.0
customerID_C00000208,0.0
customerID_C00000209,0.0
customerID_C00000212,0.0
customerID_C00000213,0.0
customerID_C00000215,0.0
customerID_C00000216,0.0
customerID_C00000217,0.0
customerID_C00000218,0.0
customerID_C00000219,0.0
customerID_C00000220,0.0
customerID_C00000221,0.0
customerID_C00000222,0.0
customerID_C00000223,0.0
customerID_C00000224,0.0
customerID_C00000225,0.0
customerID_C00000226,0.0
customerID_C00000228,0.0
customerID_C00000229,0.0
customerID_C00000230,0.0
customerID_C00000231,0.0
customerID_C00000232,0.0
customerID_C00000233,0.0
customerID_C00000234,0.0
customerID_C00000235,0.0
customerID_C00000236,0.0
customerID_C00000237,0.0
customerID_C00000238,0.0
customerID_C00000239,0.0
customerID_C00000240,0.0
customerID_C00000241,0.0
customerID_C00000242,0.0
customerID_C00000243,0.0
customerID_C00000244,0.0
customerID_C00000245,0.0
customerID_C00000247,0.0
customerID_C00000248,0.0
customerID_C00000250,0.0
customerID_C00000251,0.0
customerID_C00000252,0.0
customerID_C00000253,0.0
customerID_C00000254,0.0
customerID_C00000255,0.0
customerID_C00000256,0.0
customerID_C00000259,0.0
customerID_C00000260,0.0
customerID_C00000262,0.0
customerID_C00000265,0.0
customerID_C00000266,0.0
customerID_C00000267,0.0
customerID_C00000269,0.0
customerID_C00000270,0.0
customerID_C00000271,0.0
customerID_C00000272,0.0
customerID_C00000273,0.0
customerID_C00000274,0.0
customerID_C00000275,0.0
customerID_C00000277,0.0
customerID_C00000278,0.0
customerID_C00000279,0.0
customerID_C00000280,0.0
customerID_C00000281,0.0
customerID_C00000282,0.0
customerID_C00000283,0.0
customerID_C00000284,0.0
customerID_C00000285,0.0
customerID_C00000286,0.0
customerID_C00000287,0.0
customerID_C00000288,0.0
customerID_C00000289,0.0
customerID_C00000290,0.0
customerID_C00000292,0.0
customerID_C00000295,0.0
customerID_C00000296,0.0
customerID_C00000297,0.0
customerID_C00000298,0.0
customerID_C00000299,0.0
customerID_C00000300,0.0
customerID_C00000301,0.0
customerID_C00000303,0.0
customerID_C00000304,0.0
customerID_C00000306,0.0
customerID_C00000307,0.0
customerID_C00000308,0.0
customerID_C00000309,0.0
customerID_C00000310,0.0
customerID_C00000311,0.0
customerID_C00000313,0.0
customerID_C00000315,0.0
customerID_C00000317,0.0
customerID_C00000318,0.0
customerID_C00000319,0.0
customerID_C00000320,0.0
customerID_C00000321,0.0
customerID_C00000322,0.0
customerID_C00000323,0.0
customerID_C00000325,0.0
customerID_C00000326,0.0
customerID_C00000327,0.0
customerID_C00000329,0.0
customerID_C00000330,0.0
customerID_C00000332,0.0
customerID_C00000333,0.0
customerID_C00000335,0.0
customerID_C00000336,0.0
customerID_C00000337,0.0
customerID_C00000338,0.0
customerID_C00000340,0.0
customerID_C00000342,0.0
customerID_C00000343,0.0
customerID_C00000344,0.0
customerID_C00000345,0.0
customerID_C00000346,0.0
customerID_C00000347,0.0
customerID_C00000348,0.0
customerID_C00000349,0.0
customerID_C00000350,0.0
customerID_C00000351,0.0
customerID_C00000352,0.0
customerID_C00000353,0.0
customerID_C00000354,0.0
customerID_C00000355,0.0
customerID_C00000356,0.0
customerID_C00000357,0.0
customerID_C00000359,0.0
customerID_C00000360,0.0
customerID_C00000361,0.0
customerID_C00000362,0.0
customerID_C00000363,0.0
customerID_C00000365,0.0
customerID_C00000366,0.0
customerID_C00000367,0.0
customerID_C00000368,0.0
customerID_C00000369,0.0
customerID_C00000371,0.0
customerID_C00000372,0.0
customerID_C00000373,0.0
customerID_C00000374,0.0
customerID_C00000375,0.0
customerID_C00000376,0.0
customerID_C00000377,0.0
customerID_C00000378,0.0
customerID_C00000379,0.0
customerID_C00000380,0.0
customerID_C00000381,0.0
customerID_C00000382,0.0
customerID_C00000383,0.0
customerID_C00000384,0.0
customerID_C00000385,0.0
customerID_C00000386,0.0
customerID_C00000387,0.0
customerID_C00000389,0.0
customerID_C00000391,0.0
customerID_C00000392,0.0
customerID_C00000393,0.0
customerID_C00000394,0.0
customerID_C00000395,0.0
customerID_C00000396,0.0
customerID_C00000397,0.0
customerID_C00000398,0.0
customerID_C00000399,0.0
customerID_C00000400,0.0
customerID_C00000401,0.0
customerID_C00000403,0.0
customerID_C00000404,0.0
customerID_C00000405,0.0
customerID_C00000406,0.0
customerID_C00000407,0.0
customerID_C00000408,0.0
customerID_C00000409,0.0
customerID_C00000410,0.0
customerID_C00000411,0.0
customerID_C00000412,0.0
customerID_C00000413,0.0
customerID_C00000415,0.0
customerID_C00000416,0.0
customerID_C00000417,0.0
customerID_C00000418,0.0
customerID_C00000419,0.0
customerID_C00000420,0.0
customerID_C00000421,0.0
customerID_C00000423,0.0
customerID_C00000424,0.0
customerID_C00000425,0.0
customerID_C00000426,0.0
customerID_C00000427,0.0
customerID_C00000428,0.0
customerID_C00000429,0.0
customerID_C00000430,0.0
customerID_C00000431,0.0
customerID_C00000433,0.0
customerID_C00000435,0.0
customerID_C00000436,0.0
customerID_C00000437,0.0
customerID_C00000438,0.0
customerID_C00000440,0.0
customerID_C00000441,0.0
customerID_C00000442,0.0
customerID_C00000444,0.0
customerID_C00000445,0.0
customerID_C00000447,0.0
customerID_C00000448,0.0
customerID_C00000449,0.0
customerID_C00000451,0.0
customerID_C00000452,0.0
customerID_C00000453,0.0
customerID_C00000454,0.0
customerID_C00000455,0.0
customerID_C00000456,0.0
customerID_C00000457,0.0
customerID_C00000458,0.0
customerID_C00000459,0.0
customerID_C00000460,0.0
customerID_C00000461,0.0
customerID_C00000463,0.0
customerID_C00000464,0.0
customerID_C00000465,0.0
customerID_C00000466,0.0
customerID_C00000468,0.0
customerID_C00000469,0.0
customerID_C00000471,0.0
customerID_C00000472,0.0
customerID_C00000473,0.0
customerID_C00000474,0.0
customerID_C00000475,0.0
customerID_C00000476,0.0
customerID_C00000477,0.0
customerID_C00000478,0.0
customerID_C00000479,0.0
customerID_C00000480,0.0
customerID_C00000481,0.0
customerID_C00000482,0.0
customerID_C00000484,0.0
customerID_C00000485,0.0
customerID_C00000486,0.0
customerID_C00000488,0.0
customerID_C00000490,0.0
customerID_C00000491,0.0
customerID_C00000492,0.0
customerID_C00000493,0.0
customerID_C00000494,0.0
customerID_C00000497,0.0
customerID_C00000498,0.0
customerID_C00000500,0.0
customerID_C00000501,0.0
customerID_C00000503,0.0
customerID_C00000504,0.0
customerID_C00000505,0.0
customerID_C00000506,0.0
customerID_C00000507,0.0
customerID_C00000509,0.0
customerID_C00000510,0.0
customerID_C00000511,0.0
customerID_C00000512,0.0
customerID_C00000513,0.0
customerID_C00000514,0.0
customerID_C00000515,0.0
customerID_C00000516,0.0
customerID_C00000517,0.0
customerID_C00000518,0.0
customerID_C00000520,0.0
customerID_C00000521,0.0
customerID_C00000522,0.0
customerID_C00000523,0.0
customerID_C00000524,0.0
customerID_C00000526,0.0
customerID_C00000527,0.0
customerID_C00000528,0.0
customerID_C00000529,0.0
customerID_C00000531,0.0
customerID_C00000532,0.0
customerID_C00000533,0.0
customerID_C00000534,0.0
customerID_C00000535,0.0
customerID_C00000537,0.0
customerID_C00000540,0.0
customerID_C00000541,0.0
customerID_C00000544,0.0
customerID_C00000545,0.0
customerID_C00000546,0.0
customerID_C00000547,0.0
customerID_C00000548,0.0
customerID_C00000549,0.0
customerID_C00000550,0.0
customerID_C00000552,0.0
customerID_C00000553,0.0
customerID_C00000554,0.0
customerID_C00000555,0.0
customerID_C00000556,0.0
customerID_C00000557,0.0
customerID_C00000559,0.0
customerID_C00000560,0.0
customerID_C00000561,0.0
customerID_C00000562,0.0
customerID_C00000563,0.0
customerID_C00000564,0.0
customerID_C00000565,0.0
customerID_C00000567,0.0
customerID_C00000568,0.0
customerID_C00000569,0.0
customerID_C00000570,0.0
customerID_C00000571,0.0
customerID_C00000572,0.0
customerID_C00000573,0.0
customerID_C00000574,0.0
customerID_C00000575,0.0
customerID_C00000576,0.0
customerID_C00000577,0.0
customerID_C00000578,0.0
customerID_C00000579,0.0
customerID_C00000580,0.0
customerID_C00000581,0.0
customerID_C00000582,0.0
customerID_C00000583,0.0
customerID_C00000584,0.0
customerID_C00000586,0.0
customerID_C00000587,0.0
customerID_C00000588,0.0
customerID_C00000589,0.0
customerID_C00000590,0.0
customerID_C00000591,0.0
customerID_C00000593,0.0
customerID_C00000594,0.0
customerID_C00000595,0.0
customerID_C00000596,0.0
customerID_C00000597,0.0
customerID_C00000598,0.0
customerID_C00000599,0.0
customerID_C00000600,0.0
customerID_C00000601,0.0
customerID_C00000602,0.0
customerID_C00000603,0.0
customerID_C00000604,0.0
customerID_C00000605,0.0
customerID_C00000606,0.0
customerID_C00000610,0.0
customerID_C00000611,0.0
customerID_C00000613,0.0
customerID_C00000614,0.0
customerID_C00000615,0.0
customerID_C00000616,0.0
customerID_C00000618,0.0
customerID_C00000620,0.0
customerID_C00000621,0.0
customerID_C00000622,0.0
customerID_C00000623,0.0
customerID_C00000624,0.0
customerID_C00000627,0.0
customerID_C00000628,0.0
customerID_C00000629,0.0
customerID_C00000630,0.0
customerID_C00000631,0.0
customerID_C00000633,0.0
customerID_C00000634,0.0
customerID_C00000635,0.0
customerID_C00000636,0.0
customerID_C00000637,0.0
customerID_C00000639,0.0
customerID_C00000640,0.0
customerID_C00000641,0.0
customerID_C00000642,0.0
customerID_C00000643,0.0
customerID_C00000645,0.0
customerID_C00000646,0.0
customerID_C00000647,0.0
customerID_C00000648,0.0
customerID_C00000649,0.0
customerID_C00000650,0.0
customerID_C00000651,0.0
customerID_C00000652,0.0
customerID_C00000654,0.0
customerID_C00000656,0.0
customerID_C00000658,0.0
customerID_C00000659,0.0
customerID_C00000661,0.0
customerID_C00000662,0.0
customerID_C00000663,0.0
customerID_C00000664,0.0
customerID_C00000665,0.0
customerID_C00000666,0.0
customerID_C00000667,0.0
customerID_C00000669,0.0
customerID_C00000670,0.0
customerID_C00000673,0.0
customerID_C00000674,0.0
customerID_C00000675,0.0
customerID_C00000676,0.0
customerID_C00000677,0.0
customerID_C00000678,0.0
customerID_C00000679,0.0
customerID_C00000680,0.0
customerID_C00000681,0.0
customerID_C00000682,0.0
customerID_C00000683,0.0
customerID_C00000687,0.0
customerID_C00000688,0.0
customerID_C00000689,0.0
customerID_C00000690,0.0
customerID_C00000691,0.0
customerID_C00000692,0.0
customerID_C00000693,0.0
customerID_C00000694,0.0
customerID_C00000695,0.0
customerID_C00000698,0.0
customerID_C00000699,0.0
customerID_C00000703,0.0
customerID_C00000706,0.0
customerID_C00000707,0.0
customerID_C00000708,0.0
customerID_C00000709,0.0
customerID_C00000710,0.0
customerID_C00000711,0.0
customerID_C00000712,0.0
customerID_C00000713,0.0
customerID_C00000714,0.0
customerID_C00000715,0.0
customerID_C00000716,0.0
customerID_C00000717,0.0
customerID_C00000718,0.0
customerID_C00000719,0.0
customerID_C00000720,0.0
customerID_C00000721,0.0
customerID_C00000722,0.0
customerID_C00000723,0.0
customerID_C00000724,0.0
customerID_C00000725,0.0
customerID_C00000726,0.0
customerID_C00000727,0.0
customerID_C00000728,0.0
customerID_C00000729,0.0
customerID_C00000731,0.0
customerID_C00000732,0.0
customerID_C00000735,0.0
customerID_C00000736,0.0
customerID_C00000737,0.0
customerID_C00000738,0.0
customerID_C00000739,0.0
customerID_C00000740,0.0
customerID_C00000742,0.0
customerID_C00000743,0.0
customerID_C00000744,0.0
customerID_C00000745,0.0
customerID_C00000746,0.0
customerID_C00000747,0.0
customerID_C00000748,0.0
customerID_C00000749,0.0
customerID_C00000751,0.0
customerID_C00000752,0.0
customerID_C00000753,0.0
customerID_C00000754,0.0
customerID_C00000755,0.0
customerID_C00000756,0.0
customerID_C00000758,0.0
customerID_C00000759,0.0
customerID_C00000760,0.0
customerID_C00000761,0.0
customerID_C00000762,0.0
customerID_C00000763,0.0
customerID_C00000764,0.0
customerID_C00000765,0.0
customerID_C00000766,0.0
customerID_C00000767,0.0
customerID_C00000768,0.0
customerID_C00000769,0.0
customerID_C00000770,0.0
customerID_C00000771,0.0
customerID_C00000772,0.0
customerID_C00000773,0.0
customerID_C00000774,0.0
customerID_C00000775,0.0
customerID_C00000777,0.0
customerID_C00000778,0.0
customerID_C00000779,0.0
customerID_C00000780,0.0
customerID_C00000782,0.0
customerID_C00000784,0.0
customerID_C00000785,0.0
customerID_C00000787,0.0
customerID_C00000788,0.0
customerID_C00000789,0.0
customerID_C00000790,0.0
customerID_C00000792,0.0
customerID_C00000794,0.0
customerID_C00000795,0.0
customerID_C00000796,0.0
customerID_C00000797,0.0
customerID_C00000798,0.0
customerID_C00000799,0.0
customerID_C00000800,0.0
customerID_C00000802,0.0
customerID_C00000804,0.0
customerID_C00000805,0.0
customerID_C00000806,0.0
customerID_C00000807,0.0
customerID_C00000808,0.0
customerID_C00000810,0.0
customerID_C00000811,0.0
customerID_C00000812,0.0
customerID_C00000813,0.0
customerID_C00000814,0.0
customerID_C00000815,0.0
customerID_C00000816,0.0
customerID_C00000817,0.0
customerID_C00000818,0.0
customerID_C00000819,0.0
customerID_C00000820,0.0
customerID_C00000821,0.0
customerID_C00000824,0.0
customerID_C00000825,0.0
customerID_C00000826,0.0
customerID_C00000827,0.0
customerID_C00000829,0.0
customerID_C00000830,0.0
customerID_C00000831,0.0
customerID_C00000832,0.0
customerID_C00000833,0.0
customerID_C00000834,0.0
customerID_C00000836,0.0
customerID_C00000839,0.0
customerID_C00000840,0.0
customerID_C00000841,0.0
customerID_C00000842,0.0
customerID_C00000844,0.0
customerID_C00000845,0.0
customerID_C00000846,0.0
customerID_C00000848,0.0
customerID_C00000849,0.0
customerID_C00000850,0.0
customerID_C00000851,0.0
customerID_C00000852,0.0
customerID_C00000853,0.0
customerID_C00000854,0.0
customerID_C00000855,0.0
customerID_C00000856,0.0
customerID_C00000858,0.0
customerID_C00000859,0.0
customerID_C00000860,0.0
customerID_C00000861,0.0
customerID_C00000862,0.0
customerID_C00000864,0.0
customerID_C00000865,0.0
customerID_C00000868,0.0
customerID_C00000869,0.0
customerID_C00000870,0.0
customerID_C00000871,0.0
customerID_C00000874,0.0
customerID_C00000875,0.0
customerID_C00000876,0.0
customerID_C00000877,0.0
customerID_C00000878,0.0
customerID_C00000881,0.0
customerID_C00000883,0.0
customerID_C00000884,0.0
customerID_C00000885,0.0
customerID_C00000886,0.0
customerID_C00000887,0.0
customerID_C00000888,0.0
customerID_C00000889,0.0
customerID_C00000890,0.0
customerID_C00000891,0.0
customerID_C00000892,0.0
customerID_C00000893,0.0
customerID_C00000894,0.0
customerID_C00000895,0.0
customerID_C00000896,0.0
customerID_C00000898,0.0
customerID_C00000899,0.0
customerID_C00000900,0.0
customerID_C00000901,0.0
customerID_C00000902,0.0
customerID_C00000903,0.0
customerID_C00000904,0.0
customerID_C00000905,0.0
customerID_C00000906,0.0
customerID_C00000907,0.0
customerID_C00000908,0.0
customerID_C00000911,0.0
customerID_C00000912,0.0
customerID_C00000913,0.0
customerID_C00000914,0.0
customerID_C00000915,0.0
customerID_C00000916,0.0
customerID_C00000917,0.0
customerID_C00000918,0.0
customerID_C00000919,0.0
customerID_C00000920,0.0
customerID_C00000921,0.0
customerID_C00000923,0.0
customerID_C00000924,0.0
customerID_C00000925,0.0
customerID_C00000927,0.0
customerID_C00000928,0.0
customerID_C00000929,0.0
customerID_C00000932,0.0
customerID_C00000933,0.0
customerID_C00000934,0.0
customerID_C00000935,0.0
customerID_C00000937,0.0
customerID_C00000939,0.0
customerID_C00000940,0.0
customerID_C00000941,0.0
customerID_C00000942,0.0
customerID_C00000944,0.0
customerID_C00000945,0.0
customerID_C00000946,0.0
customerID_C00000947,0.0
customerID_C00000948,0.0
customerID_C00000949,0.0
customerID_C00000951,0.0
customerID_C00000952,0.0
customerID_C00000953,0.0
customerID_C00000954,0.0
customerID_C00000955,0.0
customerID_C00000956,0.0
customerID_C00000957,0.0
customerID_C00000958,0.0
customerID_C00000960,0.0
customerID_C00000961,0.0
customerID_C00000962,0.0
customerID_C00000963,0.0
customerID_C00000964,0.0
customerID_C00000965,0.0
customerID_C00000966,0.0
customerID_C00000967,0.0
customerID_C00000969,0.0
customerID_C00000970,0.0
customerID_C00000971,0.0
customerID_C00000972,0.0
customerID_C00000973,0.0
customerID_C00000974,0.0
customerID_C00000976,0.0
customerID_C00000977,0.0
customerID_C00000978,0.0
customerID_C00000979,0.0
customerID_C00000980,0.0
customerID_C00000981,0.0
customerID_C00000983,0.0
customerID_C00000984,0.0
customerID_C00000985,0.0
customerID_C00000986,0.0
customerID_C00000987,0.0
customerID_C00000988,0.0
customerID_C00000989,0.0
customerID_C00000991,0.0
customerID_C00000996,0.0
customerID_C00000997,0.0
customerID_C00000998,0.0
customerID_C00000999,0.0
customerID_C00001002,0.0
customerID_C00001003,0.0
customerID_C00001004,0.0
customerID_C00001005,0.0
customerID_C00001006,0.0
customerID_C00001008,0.0
customerID_C00001009,0.0
customerID_C00001010,0.0
customerID_C00001011,0.0
customerID_C00001012,0.0
customerID_C00001014,0.0
customerID_C00001015,0.0
customerID_C00001016,0.0
customerID_C00001017,0.0
customerID_C00001018,0.0
customerID_C00001019,0.0
customerID_C00001020,0.0
customerID_C00001021,0.0
customerID_C00001022,0.0
customerID_C00001024,0.0
customerID_C00001025,0.0
customerID_C00001026,0.0
customerID_C00001027,0.0
customerID_C00001028,0.0
customerID_C00001030,0.0
customerID_C00001031,0.0
customerID_C00001032,0.0
customerID_C00001033,0.0
customerID_C00001034,0.0
customerID_C00001035,0.0
customerID_C00001036,0.0
customerID_C00001038,0.0
customerID_C00001039,0.0
customerID_C00001040,0.0
customerID_C00001041,0.0
customerID_C00001042,0.0
customerID_C00001043,0.0
customerID_C00001044,0.0
customerID_C00001045,0.0
customerID_C00001046,0.0
customerID_C00001047,0.0
customerID_C00001050,0.0
customerID_C00001051,0.0
customerID_C00001052,0.0
customerID_C00001053,0.0
customerID_C00001054,0.0
customerID_C00001055,0.0
customerID_C00001056,0.0
customerID_C00001057,0.0
customerID_C00001058,0.0
customerID_C00001059,0.0
customerID_C00001060,0.0
customerID_C00001063,0.0
customerID_C00001066,0.0
customerID_C00001068,0.0
customerID_C00001069,0.0
customerID_C00001071,0.0
customerID_C00001073,0.0
customerID_C00001074,0.0
customerID_C00001075,0.0
customerID_C00001076,0.0
customerID_C00001077,0.0
customerID_C00001078,0.0
customerID_C00001079,0.0
customerID_C00001080,0.0
customerID_C00001081,0.0
customerID_C00001082,0.0
customerID_C00001083,0.0
customerID_C00001085,0.0
customerID_C00001086,0.0
customerID_C00001087,0.0
customerID_C00001088,0.0
customerID_C00001089,0.0
customerID_C00001090,0.0
customerID_C00001092,0.0
customerID_C00001094,0.0
customerID_C00001095,0.0
customerID_C00001096,0.0
customerID_C00001097,0.0
customerID_C00001098,0.0
customerID_C00001099,0.0
customerID_C00001100,0.0
customerID_C00001102,0.0
customerID_C00001105,0.0
customerID_C00001106,0.0
customerID_C00001107,0.0
customerID_C00001108,0.0
customerID_C00001109,0.0
customerID_C00001111,0.0
customerID_C00001112,0.0
customerID_C00001114,0.0
customerID_C00001115,0.0
customerID_C00001116,0.0
customerID_C00001117,0.0
customerID_C00001118,0.0
customerID_C00001119,0.0
customerID_C00001120,0.0
customerID_C00001122,0.0
customerID_C00001125,0.0
customerID_C00001126,0.0
customerID_C00001127,0.0
customerID_C00001129,0.0
customerID_C00001131,0.0
customerID_C00001134,0.0
customerID_C00001135,0.0
customerID_C00001136,0.0
customerID_C00001137,0.0
customerID_C00001138,0.0
customerID_C00001139,0.0
customerID_C00001140,0.0
customerID_C00001141,0.0
customerID_C00001142,0.0
customerID_C00001143,0.0
customerID_C00001144,0.0
customerID_C00001145,0.0
customerID_C00001146,0.0
customerID_C00001147,0.0
customerID_C00001148,0.0
customerID_C00001149,0.0
customerID_C00001151,0.0
customerID_C00001152,0.0
customerID_C00001153,0.0
customerID_C00001157,0.0
customerID_C00001158,0.0
customerID_C00001159,0.0
customerID_C00001161,0.0
customerID_C00001162,0.0
customerID_C00001163,0.0
customerID_C00001165,0.0
customerID_C00001167,0.0
customerID_C00001168,0.0
customerID_C00001169,0.0
customerID_C00001170,0.0
customerID_C00001171,0.0
customerID_C00001172,0.0
customerID_C00001173,0.0
customerID_C00001174,0.0
customerID_C00001175,0.0
customerID_C00001176,0.0
customerID_C00001177,0.0
customerID_C00001178,0.0
customerID_C00001179,0.0
customerID_C00001180,0.0
customerID_C00001181,0.0
customerID_C00001182,0.0
customerID_C00001183,0.0
customerID_C00001185,0.0
customerID_C00001186,0.0
customerID_C00001187,0.0
customerID_C00001188,0.0
customerID_C00001189,0.0
customerID_C00001192,0.0
customerID_C00001193,0.0
customerID_C00001195,0.0
customerID_C00001197,0.0
customerID_C00001198,0.0
customerID_C00001199,0.0
customerID_C00001200,0.0
customerID_C00001202,0.0
customerID_C00001203,0.0
customerID_C00001204,0.0
customerID_C00001205,0.0
customerID_C00001206,0.0
customerID_C00001207,0.0
customerID_C00001208,0.0
customerID_C00001209,0.0
customerID_C00001210,0.0
customerID_C00001211,0.0
customerID_C00001212,0.0
customerID_C00001213,0.0
customerID_C00001214,0.0
customerID_C00001215,0.0
customerID_C00001216,0.0
customerID_C00001217,0.0
customerID_C00001218,0.0
customerID_C00001219,0.0
customerID_C00001221,0.0
customerID_C00001222,0.0
customerID_C00001224,0.0
customerID_C00001225,0.0
customerID_C00001226,0.0
customerID_C00001229,0.0
customerID_C00001232,0.0
customerID_C00001233,0.0
customerID_C00001235,0.0
customerID_C00001238,0.0
customerID_C00001240,0.0
customerID_C00001242,0.0
customerID_C00001243,0.0
customerID_C00001244,0.0
customerID_C00001245,0.0
customerID_C00001247,0.0
customerID_C00001248,0.0
customerID_C00001249,0.0
customerID_C00001251,0.0
customerID_C00001252,0.0
customerID_C00001253,0.0
customerID_C00001254,0.0
customerID_C00001256,0.0
customerID_C00001258,0.0
customerID_C00001259,0.0
customerID_C00001260,0.0
customerID_C00001261,0.0
customerID_C00001262,0.0
customerID_C00001265,0.0
customerID_C00001266,0.0
customerID_C00001267,0.0
customerID_C00001268,0.0
customerID_C00001269,0.0
customerID_C00001270,0.0
customerID_C00001272,0.0
customerID_C00001273,0.0
customerID_C00001274,0.0
customerID_C00001276,0.0
customerID_C00001277,0.0
customerID_C00001278,0.0
customerID_C00001279,0.0
customerID_C00001281,0.0
customerID_C00001283,0.0
customerID_C00001286,0.0
customerID_C00001287,0.0
customerID_C00001288,0.0
customerID_C00001290,0.0
customerID_C00001291,0.0
